CMDLINE /home/pi/venv/ipcam/bin/python ipcam.py --config ../config/config.json
MEM 0.929688 1586580407.8326
MEM 6.355469 1586580407.9340
MEM 7.308594 1586580408.0352
MEM 8.328125 1586580408.1365
MEM 8.851562 1586580408.2377
MEM 9.800781 1586580408.3391
MEM 10.394531 1586580408.4403
MEM 11.031250 1586580408.5417
MEM 11.808594 1586580408.6432
MEM 12.582031 1586580408.7446
MEM 13.750000 1586580408.8462
MEM 14.550781 1586580408.9477
MEM 15.078125 1586580409.0493
MEM 16.933594 1586580409.1507
MEM 18.531250 1586580409.2521
MEM 18.531250 1586580409.3536
MEM 19.445312 1586580409.4550
MEM 20.402344 1586580409.5565
MEM 20.402344 1586580409.6580
MEM 21.062500 1586580409.7595
MEM 22.152344 1586580409.8611
MEM 22.996094 1586580409.9625
MEM 26.554688 1586580410.0639
MEM 27.750000 1586580410.1652
MEM 27.750000 1586580410.2664
MEM 28.007812 1586580410.3678
MEM 30.226562 1586580410.4693
MEM 31.480469 1586580410.5707
MEM 33.250000 1586580410.6722
MEM 34.335938 1586580410.7736
MEM 35.265625 1586580410.8749
MEM 35.457031 1586580410.9762
MEM 36.191406 1586580411.0775
MEM 36.484375 1586580411.1787
MEM 37.128906 1586580411.2801
MEM 37.644531 1586580411.3813
MEM 38.160156 1586580411.4826
MEM 38.851562 1586580411.5841
MEM 40.539062 1586580411.6854
MEM 42.425781 1586580411.7868
MEM 43.578125 1586580411.8881
MEM 45.351562 1586580411.9894
MEM 46.777344 1586580412.0908
MEM 48.144531 1586580412.1923
MEM 48.066406 1586580412.2937
MEM 48.695312 1586580412.3950
MEM 48.695312 1586580412.4964
MEM 48.695312 1586580412.5979
MEM 49.976562 1586580412.6992
MEM 49.976562 1586580412.8005
MEM 49.976562 1586580412.9015
MEM 49.976562 1586580413.0031
MEM 49.976562 1586580413.1046
MEM 49.976562 1586580413.2060
MEM 52.882812 1586580413.3074
MEM 62.917969 1586580413.4091
MEM 65.238281 1586580413.5109
MEM 65.238281 1586580413.6124
MEM 65.238281 1586580413.7140
MEM 66.722656 1586580413.8157
MEM 75.746094 1586580413.9177
MEM 76.425781 1586580414.0191
MEM 76.425781 1586580414.1207
MEM 76.425781 1586580414.2221
MEM 76.425781 1586580414.3238
MEM 76.425781 1586580414.4254
MEM 76.425781 1586580414.5269
MEM 76.425781 1586580414.6286
MEM 76.425781 1586580414.7302
MEM 76.425781 1586580414.8318
MEM 76.425781 1586580414.9333
MEM 76.425781 1586580415.0346
MEM 76.425781 1586580415.1363
MEM 76.425781 1586580415.2377
MEM 76.425781 1586580415.3389
MEM 56.222656 1586580415.4402
MEM 56.222656 1586580415.5415
MEM 56.222656 1586580415.6428
MEM 56.222656 1586580415.7442
MEM 56.222656 1586580415.8455
MEM 56.222656 1586580415.9472
MEM 56.222656 1586580416.0488
MEM 56.222656 1586580416.1503
MEM 56.222656 1586580416.2517
MEM 67.593750 1586580416.3533
MEM 67.593750 1586580416.4547
MEM 67.593750 1586580416.5562
MEM 67.593750 1586580416.6576
MEM 67.593750 1586580416.7594
MEM 77.648438 1586580416.8609
MEM 77.648438 1586580416.9624
MEM 77.648438 1586580417.0640
MEM 77.648438 1586580417.1658
MEM 77.648438 1586580417.2673
MEM 77.648438 1586580417.3689
MEM 77.648438 1586580417.4704
MEM 77.648438 1586580417.5719
MEM 77.648438 1586580417.6737
MEM 77.648438 1586580417.7753
MEM 77.648438 1586580417.8768
MEM 77.906250 1586580417.9782
MEM 78.421875 1586580418.0799
MEM 58.187500 1586580418.1981
MEM 58.187500 1586580418.2994
MEM 58.187500 1586580418.4011
MEM 58.187500 1586580418.5025
MEM 58.187500 1586580418.6039
MEM 58.187500 1586580418.7053
MEM 58.187500 1586580418.8067
MEM 58.187500 1586580418.9081
MEM 58.187500 1586580419.0097
MEM 58.187500 1586580419.1113
MEM 69.269531 1586580419.2131
MEM 69.269531 1586580419.3148
MEM 69.269531 1586580419.4162
MEM 69.269531 1586580419.5177
MEM 69.269531 1586580419.6191
MEM 79.324219 1586580419.7209
MEM 79.324219 1586580419.8225
MEM 79.324219 1586580419.9243
MEM 79.324219 1586580420.0258
MEM 79.324219 1586580420.1274
MEM 79.324219 1586580420.2290
MEM 79.324219 1586580420.3305
MEM 79.324219 1586580420.4324
MEM 79.324219 1586580420.5341
MEM 79.324219 1586580420.6357
MEM 79.324219 1586580420.7372
MEM 79.324219 1586580420.8387
MEM 79.324219 1586580420.9402
MEM 79.839844 1586580421.0416
MEM 79.839844 1586580421.1432
MEM 79.839844 1586580421.2447
MEM 80.097656 1586580421.3461
MEM 80.097656 1586580421.4475
MEM 80.097656 1586580421.5490
MEM 60.171875 1586580421.6504
MEM 60.171875 1586580421.7517
MEM 60.171875 1586580421.8533
MEM 60.171875 1586580421.9548
MEM 60.171875 1586580422.0561
MEM 60.171875 1586580422.1575
MEM 60.171875 1586580422.2590
MEM 60.171875 1586580422.3605
MEM 60.171875 1586580422.4619
MEM 60.171875 1586580422.5634
MEM 70.222656 1586580422.6649
MEM 71.769531 1586580422.7664
MEM 71.769531 1586580422.8683
MEM 71.769531 1586580422.9701
MEM 71.769531 1586580423.0715
MEM 71.769531 1586580423.1735
MEM 81.566406 1586580423.2756
MEM 81.566406 1586580423.3819
MEM 81.566406 1586580423.4840
MEM 81.804688 1586580423.5856
MEM 81.804688 1586580423.6873
MEM 81.804688 1586580423.7894
MEM 81.804688 1586580423.8909
MEM 81.804688 1586580423.9925
MEM 81.804688 1586580424.0941
MEM 81.804688 1586580424.1956
MEM 81.804688 1586580424.2974
MEM 81.804688 1586580424.3993
MEM 81.804688 1586580424.5008
MEM 81.804688 1586580424.6024
MEM 81.804688 1586580424.7041
MEM 81.804688 1586580424.8056
MEM 82.527344 1586580424.9074
MEM 82.785156 1586580425.0088
MEM 82.785156 1586580425.1106
MEM 78.679688 1586580425.2127
MEM 104.062500 1586580425.3160
MEM 109.191406 1586580425.4179
MEM 109.191406 1586580425.5199
MEM 111.589844 1586580425.6215
MEM 120.097656 1586580425.7257
MEM 132.980469 1586580425.8292
MEM 164.523438 1586580425.9358
MEM 188.250000 1586580426.0445
MEM 194.636719 1586580426.1571
MEM 185.890625 1586580426.2595
MEM 185.890625 1586580426.3613
MEM 185.890625 1586580426.4633
MEM 190.363281 1586580426.5649
MEM 199.386719 1586580426.6684
MEM 212.203125 1586580426.7722
MEM 232.300781 1586580426.8789
MEM 248.292969 1586580426.9860
MEM 232.453125 1586580427.0885
MEM 234.167969 1586580427.1945
MEM 233.152344 1586580427.2970
MEM 237.195312 1586580427.3986
MEM 243.109375 1586580427.5005
MEM 253.121094 1586580427.6026
MEM 259.121094 1586580427.7049
MEM 257.000000 1586580427.8068
MEM 256.812500 1586580427.9099
MEM 256.800781 1586580428.0117
MEM 256.781250 1586580428.1135
MEM 261.531250 1586580428.2162
MEM 262.847656 1586580428.3180
MEM 261.703125 1586580428.4206
MEM 261.812500 1586580428.5224
MEM 257.667969 1586580431.5005
MEM 245.816406 1586580431.6431
MEM 257.519531 1586580431.7449
MEM 259.460938 1586580431.8476
MEM 267.039062 1586580431.9492
MEM 267.023438 1586580432.0506
MEM 266.839844 1586580432.1524
MEM 266.597656 1586580432.2539
MEM 269.390625 1586580432.3554
MEM 269.210938 1586580432.4570
MEM 271.128906 1586580432.5587
MEM 270.835938 1586580432.6601
MEM 270.480469 1586580432.7616
MEM 270.128906 1586580432.8631
MEM 271.847656 1586580432.9645
MEM 271.503906 1586580433.0660
MEM 271.128906 1586580433.1674
MEM 270.781250 1586580433.2688
MEM 270.410156 1586580433.3703
MEM 271.914062 1586580433.4718
MEM 271.539062 1586580433.5734
MEM 271.226562 1586580433.6748
MEM 270.851562 1586580433.7763
MEM 270.507812 1586580433.8777
MEM 272.277344 1586580433.9791
MEM 271.949219 1586580434.0805
MEM 271.574219 1586580434.1820
MEM 271.230469 1586580434.2836
MEM 270.882812 1586580434.3850
MEM 270.542969 1586580434.4864
MEM 270.261719 1586580434.5879
MEM 269.945312 1586580434.6893
MEM 272.816406 1586580434.7908
MEM 272.937500 1586580434.8922
MEM 272.945312 1586580434.9938
MEM 258.617188 1586580435.0953
MEM 258.515625 1586580435.1967
MEM 258.289062 1586580435.2981
MEM 258.042969 1586580435.3995
MEM 272.929688 1586580435.5009
MEM 271.636719 1586580435.6026
MEM 271.355469 1586580435.7040
MEM 271.058594 1586580435.8055
MEM 270.675781 1586580435.9070
MEM 269.617188 1586580436.0086
MEM 269.285156 1586580436.1101
MEM 268.910156 1586580436.2115
MEM 268.566406 1586580436.3129
MEM 268.191406 1586580436.4143
MEM 267.812500 1586580436.5187
MEM 266.941406 1586580436.6203
MEM 266.761719 1586580437.1751
MEM 266.761719 1586580437.2761
MEM 266.761719 1586580437.3772
MEM 265.960938 1586580437.4787
MEM 265.613281 1586580437.5802
MEM 265.242188 1586580437.6816
MEM 264.691406 1586580437.7834
MEM 264.105469 1586580437.8849
MEM 263.730469 1586580437.9864
MEM 263.355469 1586580438.0880
MEM 263.011719 1586580438.1894
MEM 248.480469 1586580438.2910
MEM 248.480469 1586580438.3923
MEM 248.367188 1586580438.4938
MEM 248.089844 1586580438.5952
MEM 248.031250 1586580438.6966
MEM 248.031250 1586580438.7978
MEM 247.972656 1586580438.8991
MEM 247.972656 1586580439.0003
MEM 247.968750 1586580439.1017
MEM 247.968750 1586580439.2030
MEM 247.968750 1586580439.3044
MEM 247.968750 1586580439.4058
MEM 247.968750 1586580439.5072
MEM 247.968750 1586580439.6083
MEM 247.968750 1586580439.7094
MEM 247.968750 1586580439.8104
MEM 247.968750 1586580439.9116
MEM 247.968750 1586580440.0127
MEM 247.968750 1586580440.1137
MEM 247.968750 1586580440.2147
MEM 247.968750 1586580440.3156
MEM 247.968750 1586580440.4166
MEM 247.968750 1586580440.5178
MEM 247.968750 1586580440.6189
MEM 247.968750 1586580440.7199
MEM 247.968750 1586580440.8209
MEM 247.968750 1586580440.9218
MEM 247.968750 1586580441.0232
MEM 247.968750 1586580441.1242
MEM 247.968750 1586580441.2252
MEM 247.968750 1586580441.3263
MEM 247.968750 1586580441.4273
MEM 247.968750 1586580441.5283
MEM 247.968750 1586580441.6293
MEM 247.968750 1586580441.7303
MEM 247.968750 1586580441.8313
MEM 247.968750 1586580441.9330
MEM 247.968750 1586580442.0343
MEM 247.968750 1586580442.1354
MEM 247.968750 1586580442.2364
MEM 247.968750 1586580442.3377
MEM 247.968750 1586580442.4387
MEM 247.968750 1586580442.5401
MEM 247.968750 1586580442.6412
MEM 247.968750 1586580442.7422
MEM 247.968750 1586580442.8433
MEM 247.968750 1586580442.9445
MEM 247.968750 1586580443.0456
MEM 247.968750 1586580443.1466
MEM 247.968750 1586580443.2476
MEM 247.968750 1586580443.3486
MEM 247.968750 1586580443.4496
MEM 247.968750 1586580443.5506
MEM 247.968750 1586580443.6516
MEM 247.968750 1586580443.7528
MEM 247.968750 1586580443.8539
MEM 247.968750 1586580443.9551
MEM 247.968750 1586580444.0563
MEM 247.968750 1586580444.1573
MEM 247.968750 1586580444.2583
MEM 247.968750 1586580444.3593
MEM 247.968750 1586580444.4603
MEM 247.968750 1586580444.5613
MEM 247.968750 1586580444.6623
MEM 247.968750 1586580444.7634
MEM 247.968750 1586580444.8644
MEM 247.968750 1586580444.9654
MEM 247.968750 1586580445.0666
MEM 247.968750 1586580445.1676
MEM 247.968750 1586580445.2689
MEM 247.968750 1586580445.3703
MEM 247.968750 1586580445.4717
MEM 247.968750 1586580445.5728
MEM 247.968750 1586580445.6739
MEM 247.968750 1586580445.7749
MEM 247.968750 1586580445.8761
MEM 247.968750 1586580445.9772
MEM 247.968750 1586580446.0782
MEM 247.968750 1586580446.1792
MEM 247.968750 1586580446.2802
MEM 247.968750 1586580446.3812
MEM 247.968750 1586580446.4822
MEM 247.968750 1586580446.5834
MEM 247.968750 1586580446.6848
MEM 247.968750 1586580446.7859
MEM 247.968750 1586580446.8870
MEM 247.968750 1586580446.9880
MEM 247.968750 1586580447.0890
MEM 247.968750 1586580447.1900
MEM 247.968750 1586580447.2910
MEM 247.968750 1586580447.3920
MEM 247.968750 1586580447.4934
MEM 247.968750 1586580447.5946
MEM 247.968750 1586580447.6957
MEM 247.968750 1586580447.7967
MEM 247.968750 1586580447.8978
MEM 247.968750 1586580447.9988
MEM 247.968750 1586580448.0998
MEM 247.968750 1586580448.2008
MEM 247.968750 1586580448.3018
MEM 247.968750 1586580448.4028
MEM 247.968750 1586580448.5038
MEM 247.968750 1586580448.6048
MEM 247.968750 1586580448.7058
MEM 247.968750 1586580448.8069
MEM 247.968750 1586580448.9079
MEM 247.968750 1586580449.0091
MEM 247.968750 1586580449.1101
MEM 247.968750 1586580449.2112
MEM 247.968750 1586580449.3122
